brand,model,generation,25%,75%
MERCEDES-BENZ,CLA,I (C117 X117),1500000.0,1770000.0
MERCEDES-BENZ,CLA,I (C117 X117) РЕСТАЙЛИНГ,1972500.0,2600000.0
MERCEDES-BENZ,CLA,II (C118 X118),2995462.5,3599250.0
MERCEDES-BENZ,CLA,II (C118 X118) РЕСТАЙЛИНГ,4750000.0,4750000.0
MERCEDES-BENZ,CLA AMG,I (C117 X117),2077500.0,2816666.0
MERCEDES-BENZ,CLA AMG,I (C117 X117) РЕСТАЙЛИНГ,2700000.0,2700000.0
MERCEDES-BENZ,CLA AMG,II (C118 X118),5087500.0,5875000.0
MERCEDES-BENZ,CLK КЛАСС,I (W208),315000.0,700000.0
MERCEDES-BENZ,CLK КЛАСС,I (W208) РЕСТАЙЛИНГ,470000.0,700000.0
MERCEDES-BENZ,CLK КЛАСС,II (W209),625000.0,1170000.0
MERCEDES-BENZ,CLK КЛАСС,II (W209) РЕСТАЙЛИНГ,835000.0,1174500.0
MERCEDES-BENZ,CLS,I (C219),835000.0,1100000.0
MERCEDES-BENZ,CLS,I (C219) РЕСТАЙЛИНГ,1162500.0,1625000.0
MERCEDES-BENZ,CLS,II (C218),1899000.0,2300000.0
MERCEDES-BENZ,CLS,II (C218) РЕСТАЙЛИНГ,2650000.0,3299999.0
MERCEDES-BENZ,CLS,III (C257),5186750.0,6337500.0
MERCEDES-BENZ,CLS,III (C257) РЕСТАЙЛИНГ,7822900.0,9693348.75
MERCEDES-BENZ,CLS AMG,I (C219),1570000.0,1800000.0
MERCEDES-BENZ,CLS AMG,I (C219) РЕСТАЙЛИНГ,2390000.0,2390000.0
MERCEDES-BENZ,CLS AMG,II (W218),3645000.0,4300000.0
MERCEDES-BENZ,CLS AMG,II (W218) РЕСТАЙЛИНГ,4180000.0,5200000.0
MERCEDES-BENZ,CLS AMG,III (C257),6975000.0,8985000.0
MERCEDES-BENZ,CLS AMG,III (C257) РЕСТАЙЛИНГ,7968142.5,10210142.5
MERCEDES-BENZ,E КЛАСС,I (W124),247500.0,450000.0
MERCEDES-BENZ,E КЛАСС,II (W210 S210),218750.0,363500.0
MERCEDES-BENZ,E КЛАСС,II (W210 S210) РЕСТАЙЛИНГ,370000.0,600000.0
MERCEDES-BENZ,E КЛАСС,III (W211 S211),575000.0,740000.0
MERCEDES-BENZ,E КЛАСС,III (W211 S211) РЕСТАЙЛИНГ,750000.0,1000000.0
MERCEDES-BENZ,E КЛАСС,IV (W212 S212 C207),1200000.0,1550000.0
MERCEDES-BENZ,E КЛАСС,IV (W212 S212 C207) РЕСТАЙЛИНГ,1950000.0,2329000.0
MERCEDES-BENZ,E КЛАСС,V (W213 S213 C238),2749000.0,3350000.0
MERCEDES-BENZ,E КЛАСС,V (W213 S213 C238) РЕСТАЙЛИНГ,4849000.0,6000000.0
MERCEDES-BENZ,E КЛАСС AMG,I (W124),50000000.0,50000000.0
MERCEDES-BENZ,E КЛАСС AMG,II (W210 S210),745000.0,1805000.0
MERCEDES-BENZ,E КЛАСС AMG,III (W211 S211),1690000.0,1690000.0
MERCEDES-BENZ,E КЛАСС AMG,III (W211 S211) РЕСТАЙЛИНГ,2950000.0,3599500.0
MERCEDES-BENZ,E КЛАСС AMG,IV (W212 S212),2674500.0,3274500.0
MERCEDES-BENZ,E КЛАСС AMG,IV (W212 S212) РЕСТАЙЛИНГ,3100000.0,3649000.0
MERCEDES-BENZ,E КЛАСС AMG,V (W213),4400000.0,6900000.0
MERCEDES-BENZ,E КЛАСС AMG,V (W213) РЕСТАЙЛИНГ,8779999.25,13325000.0
MERCEDES-BENZ,EQC,I (N293),5700000.0,6590000.0
MERCEDES-BENZ,G КЛАСС,I (W460; W461),710000.0,2500000.0
MERCEDES-BENZ,G КЛАСС,I (W461) PROFESSIONAL,8512500.0,10137500.0
MERCEDES-BENZ,G КЛАСС,II (W463),1160000.0,1600000.0
MERCEDES-BENZ,G КЛАСС,II (W463) РЕСТАЙЛИНГ 1,3000000.0,3675000.0
MERCEDES-BENZ,G КЛАСС,II (W463) РЕСТАЙЛИНГ 2,3500000.0,4500000.0
MERCEDES-BENZ,G КЛАСС,II (W463) РЕСТАЙЛИНГ 3,4600000.0,5935000.0
MERCEDES-BENZ,G КЛАСС,II (W463) РЕСТАЙЛИНГ 4,6300000.0,8700000.0
MERCEDES-BENZ,G КЛАСС,III (W463),14270000.0,16500000.0
MERCEDES-BENZ,G КЛАСС AMG,I (W463),2700000.0,3999990.0
MERCEDES-BENZ,G КЛАСС AMG,I (W463) РЕСТАЙЛИНГ,3745000.0,4250000.0
MERCEDES-BENZ,G КЛАСС AMG,I (W463) РЕСТАЙЛИНГ 2,5487500.0,7850000.0
MERCEDES-BENZ,G КЛАСС AMG,I (W463) РЕСТАЙЛИНГ 3,7250000.0,9500000.0
MERCEDES-BENZ,G КЛАСС AMG,II (W463),16700000.0,20000000.0
MERCEDES-BENZ,GL КЛАСС,I (X164),1100000.0,1370000.0
MERCEDES-BENZ,GL КЛАСС,I (X164) РЕСТАЙЛИНГ,1650000.0,1900000.0
MERCEDES-BENZ,GL КЛАСС,II (X166),2500000.0,3200000.0
MERCEDES-BENZ,GLA,I (X156),1757000.0,1998000.0
MERCEDES-BENZ,GLA,I (X156) РЕСТАЙЛИНГ,2275000.0,2800000.0
MERCEDES-BENZ,GLA,II (H247),3560000.0,4199750.0
MERCEDES-BENZ,GLA,II (H247) РЕСТАЙЛИНГ,4930000.0,5390000.0
MERCEDES-BENZ,GLA AMG,I (X156),2370000.0,3400000.0
MERCEDES-BENZ,GLA AMG,I (X156) РЕСТАЙЛИНГ,3137000.0,3900000.0
MERCEDES-BENZ,GLA AMG,II (H247),5985000.0,7900000.0
MERCEDES-BENZ,GLB,I (X247),3950000.0,4500000.0
MERCEDES-BENZ,GLB AMG,I (X247),4705758.25,5133273.75
MERCEDES-BENZ,GLC,I (X253),2650000.0,3000000.0
MERCEDES-BENZ,GLC,I (X253) РЕСТАЙЛИНГ,3997500.0,4746250.0
MERCEDES-BENZ,GLC,II (X254),7799000.0,9100000.0
MERCEDES-BENZ,GLC AMG,I (X253),3600000.0,5200000.0
MERCEDES-BENZ,GLC AMG,I (X253) РЕСТАЙЛИНГ,6000000.0,9590000.0
MERCEDES-BENZ,GLC COUPE,I (C253),3549789.0,4260000.0
MERCEDES-BENZ,GLC COUPE,I (C253) РЕСТАЙЛИНГ,5257000.0,5999000.0
MERCEDES-BENZ,GLC COUPE AMG,I (C253),4237500.0,6109999.75
MERCEDES-BENZ,GLC COUPE AMG,I (C253) РЕСТАЙЛИНГ,7042500.0,8550000.0
MERCEDES-BENZ,GLE,I (W166),3450000.0,4050000.0
MERCEDES-BENZ,GLE,II (V167),6400000.0,7800000.0
MERCEDES-BENZ,GLE,II (V167) РЕСТАЙЛИНГ,11950000.0,14900000.0
MERCEDES-BENZ,GLE AMG,I (W166),5037500.0,6050000.0
MERCEDES-BENZ,GLE AMG,II (V167),9708082.75,12600000.0
MERCEDES-BENZ,GLE AMG,II (V167) РЕСТАЙЛИНГ,19249500.0,21748500.0
MERCEDES-BENZ,GLE COUPE,I (C292),4200000.0,4750000.0
MERCEDES-BENZ,GLE COUPE,II (C167),9500000.0,10500000.0
MERCEDES-BENZ,GLE COUPE,II (C167) РЕСТАЙЛИНГ,16000000.0,17300000.0
MERCEDES-BENZ,GLE COUPE AMG,I (C292),4800000.0,5999000.0
MERCEDES-BENZ,GLE COUPE AMG,II (C167),12590000.0,15150000.0
MERCEDES-BENZ,GLE COUPE AMG,II (C167) РЕСТАЙЛИНГ,14300000.0,14300000.0
MERCEDES-BENZ,GLK КЛАСС,I (X204),1100000.0,1300000.0
MERCEDES-BENZ,GLK КЛАСС,I (X204) РЕСТАЙЛИНГ,1590000.0,1998000.0
MERCEDES-BENZ,GLS,I (X166),4200000.0,5100000.0
MERCEDES-BENZ,GLS,II (X167),8700000.0,9800000.0
MERCEDES-BENZ,GLS AMG,I (X166),5081250.0,6297500.0
MERCEDES-BENZ,GLS AMG,II (X167),15524999.75,19999750.0
MERCEDES-BENZ,M КЛАСС,I (W163),460000.0,580000.0
MERCEDES-BENZ,M КЛАСС,I (W163) РЕСТАЙЛИНГ,550000.0,750000.0
MERCEDES-BENZ,M КЛАСС,II (W164),750000.0,1150000.0
MERCEDES-BENZ,M КЛАСС,II (W164) РЕСТАЙЛИНГ,1163500.0,1400000.0
MERCEDES-BENZ,M КЛАСС,III (W166),2139000.0,2499000.0
MERCEDES-BENZ,M КЛАСС AMG,I (W163),390000.0,1050000.0
MERCEDES-BENZ,M КЛАСС AMG,I (W163) РЕСТАЙЛИНГ,791666.25,1263888.75
MERCEDES-BENZ,M КЛАСС AMG,II (W164),1262500.0,1662500.0
MERCEDES-BENZ,M КЛАСС AMG,II (W164) РЕСТАЙЛИНГ,1550000.0,1900000.0
MERCEDES-BENZ,M КЛАСС AMG,III (W166),2700000.0,3400000.0
MERCEDES-BENZ,MARCO POLO,II (W639) РЕСТАЙЛИНГ,3600000.0,3600000.0
MERCEDES-BENZ,MARCO POLO,III (W447),6537500.0,9945000.0
MERCEDES-BENZ,MAYBACH GLS,I,21900000.0,25000000.0
MERCEDES-BENZ,MAYBACH S КЛАСС,I (X222),4980000.0,6650000.0
MERCEDES-BENZ,MAYBACH S КЛАСС,I (X222) РЕСТАЙЛИНГ,7925000.0,12049999.75
MERCEDES-BENZ,MAYBACH S КЛАСС,II (Z223),25500000.0,31425000.0
MERCEDES-BENZ,R КЛАСС,I,770000.0,1150000.0
MERCEDES-BENZ,R КЛАСС,I РЕСТАЙЛИНГ,850000.0,1012250.0
MERCEDES-BENZ,R КЛАСС,I РЕСТАЙЛИНГ 2,1462500.0,1798750.0
MERCEDES-BENZ,S КЛАСС,I (W116),582833.25,4373134.5
MERCEDES-BENZ,S КЛАСС,II (W126),450000.0,980000.0
MERCEDES-BENZ,S КЛАСС,II (W126) РЕСТАЙЛИНГ,749999.0,2950000.0
MERCEDES-BENZ,S КЛАСС,III (W140),450000.0,1000000.0
MERCEDES-BENZ,S КЛАСС,III (W140) РЕСТАЙЛИНГ,553750.0,1387500.0
MERCEDES-BENZ,S КЛАСС,IV (W220),350000.0,650000.0
MERCEDES-BENZ,S КЛАСС,IV (W220) РЕСТАЙЛИНГ,535000.0,850000.0
MERCEDES-BENZ,S КЛАСС,V (W221),890000.0,1250000.0
MERCEDES-BENZ,S КЛАСС,V (W221) РЕСТАЙЛИНГ,1350000.0,2000000.0
MERCEDES-BENZ,S КЛАСС,VI (W222 C217),2959000.0,3760000.0
MERCEDES-BENZ,S КЛАСС,VI (W222 C217) РЕСТАЙЛИНГ,5450000.0,6450000.0
MERCEDES-BENZ,S КЛАСС,VII (W223),13499000.0,16000000.0
MERCEDES-BENZ,S КЛАСС AMG,I (W220),535000.0,1150000.0
MERCEDES-BENZ,S КЛАСС AMG,I (W220) РЕСТАЙЛИНГ,1272499.25,2625000.0
MERCEDES-BENZ,S КЛАСС AMG,II (W221),1537250.0,2247500.0
MERCEDES-BENZ,S КЛАСС AMG,II (W221) РЕСТАЙЛИНГ,1900000.0,2100000.0
MERCEDES-BENZ,S КЛАСС AMG,III (W222 C217),4375000.0,6053750.0
MERCEDES-BENZ,S КЛАСС AMG,III (W222 C217) РЕСТАЙЛИНГ,8425000.0,14200000.0
MERCEDES-BENZ,S КЛАСС AMG,IV (W223),35812500.0,37075000.0
MERCEDES-BENZ,SL КЛАСС,I (R121),22498000.0,22498000.0
MERCEDES-BENZ,SL КЛАСС,II (W113),8499750.0,12499250.0
MERCEDES-BENZ,SL КЛАСС,III (R107 C107),4562500.0,5825000.0
MERCEDES-BENZ,SL КЛАСС,IV (R129),1830000.0,2362500.0
MERCEDES-BENZ,SL КЛАСС,IV (R129) РЕСТАЙЛИНГ,3481944.25,4345832.75
MERCEDES-BENZ,SL КЛАСС,V (R230),1472500.0,1912500.0
MERCEDES-BENZ,SL КЛАСС,V (R230) РЕСТАЙЛИНГ,2249999.5,2712500.0
MERCEDES-BENZ,SL КЛАСС,V (R230) РЕСТАЙЛИНГ 2,2095000.0,2700000.0
MERCEDES-BENZ,SL КЛАСС,VI (R231),4500000.0,5850000.0
MERCEDES-BENZ,SL КЛАСС,VI (R231) РЕСТАЙЛИНГ,7075000.0,8042500.0
MERCEDES-BENZ,SL КЛАСС AMG,II (R230),1887500.0,3137500.0
MERCEDES-BENZ,SL КЛАСС AMG,III (R231),6000000.0,8000000.0
MERCEDES-BENZ,SL КЛАСС AMG,III (R231) РЕСТАЙЛИНГ,8190000.0,9270000.0
MERCEDES-BENZ,SL КЛАСС AMG,IV (R232),23900000.0,25255000.0
MERCEDES-BENZ,SLC,I (R172),3165700.0,3500000.0
MERCEDES-BENZ,SLC AMG,I (R172),4300000.0,4849500.0
MERCEDES-BENZ,SLK КЛАСС,I (R170),667500.0,850000.0
MERCEDES-BENZ,SLK КЛАСС,I (R170) РЕСТАЙЛИНГ,750000.0,980000.0
MERCEDES-BENZ,SLK КЛАСС,II (R171),1050000.0,1260000.0
MERCEDES-BENZ,SLK КЛАСС,II (R171) РЕСТАЙЛИНГ,1360000.0,1545000.0
MERCEDES-BENZ,SLK КЛАСС,III (R172),2200000.0,3000000.0
MERCEDES-BENZ,SLK КЛАСС AMG,III (R172),3835000.0,4005000.0
MERCEDES-BENZ,V КЛАСС,I (W638),550000.0,800000.0
MERCEDES-BENZ,V КЛАСС,II,3287500.0,4837500.0
MERCEDES-BENZ,VIANO,I (W639),912500.0,1394472.0
MERCEDES-BENZ,VIANO,I (W639) РЕСТАЙЛИНГ,1919000.0,2400000.0
MERCEDES-BENZ,VITO,I (W638),350000.0,600000.0
MERCEDES-BENZ,VITO,II (W639),700000.0,930000.0
MERCEDES-BENZ,VITO,II (W639) РЕСТАЙЛИНГ,1450000.0,2020000.0
MERCEDES-BENZ,VITO,III (W447),2490000.0,3162499.25
MERCEDES-BENZ,X КЛАСС,I,3994000.0,5200000.0
MITSUBISHI,3000 GT,I,1262500.0,1857738.5
MITSUBISHI,3000 GT,II,1500000.0,1900000.0
MITSUBISHI,3000 GT,II РЕСТАЙЛИНГ,1650000.0,1650000.0
MITSUBISHI,ASX,I,840000.0,1100000.0
MITSUBISHI,ASX,I РЕСТАЙЛИНГ,970000.0,1200000.0
MITSUBISHI,ASX,I РЕСТАЙЛИНГ 2,1699000.0,1950000.0
MITSUBISHI,ASX,I РЕСТАЙЛИНГ 3,2170000.0,2800000.0
MITSUBISHI,AIRTREK,I,427500.0,532500.0
MITSUBISHI,AIRTREK,II,3374750.0,3875000.0
MITSUBISHI,CARISMA,I,135000.0,200000.0
MITSUBISHI,CARISMA,I РЕСТАЙЛИНГ,150000.0,299999.0
MITSUBISHI,CHALLENGER,I,650000.0,662500.0
MITSUBISHI,CHARIOT,I,250000.0,250000.0
MITSUBISHI,CHARIOT,II,150000.0,205000.0
MITSUBISHI,CHARIOT,III,210000.0,400000.0
MITSUBISHI,COLT,I (A150),70000.0,70000.0
MITSUBISHI,COLT,II (C10),85000.0,85000.0
MITSUBISHI,COLT,III (C50),200000.0,200000.0
MITSUBISHI,COLT,IV (CA0),116999.5,296999.5
MITSUBISHI,COLT,V (CJ),110000.0,185000.0
MITSUBISHI,COLT,VI (Z20/Z30),310000.0,350000.0
MITSUBISHI,COLT,VI (Z30) РЕСТАЙЛИНГ,372500.0,534500.0
MITSUBISHI,DELICA,II,245000.0,245000.0
MITSUBISHI,DELICA,III,310000.0,500000.0
MITSUBISHI,DELICA,IV,550000.0,799999.0
MITSUBISHI,DELICA,V,725000.0,975000.0
MITSUBISHI,DELICA D:2,I,799750.0,870000.0
MITSUBISHI,DELICA D:2,II,1030000.0,1350000.0
MITSUBISHI,DELICA D:5,I,1426375.0,1984750.0
MITSUBISHI,DELICA D:5,I РЕСТАЙЛИНГ,2445000.0,3525000.0
MITSUBISHI,DIAMANTE,I,120000.0,140000.0
MITSUBISHI,DIAMANTE,II,250000.0,425000.0
MITSUBISHI,DION,I,240000.0,350000.0
MITSUBISHI,DION,I РЕСТАЙЛИНГ,680000.0,680000.0
MITSUBISHI,ECLIPSE,I,226250.0,417500.0
MITSUBISHI,ECLIPSE,II,434999.5,725000.0
MITSUBISHI,ECLIPSE,III,417500.0,585000.0
MITSUBISHI,ECLIPSE,IV,999962.0,1555555.0
MITSUBISHI,ECLIPSE,IV РЕСТАЙЛИНГ,1079000.0,1079000.0
MITSUBISHI,ECLIPSE CROSS,I,1799250.0,2085000.0
MITSUBISHI,ECLIPSE CROSS,I РЕСТАЙЛИНГ,2816750.0,3323250.0
MITSUBISHI,ETERNA,V,275000.0,275000.0
MITSUBISHI,ETERNA,VII,75000.0,85000.0
MITSUBISHI,GTO,I (Z16A),890000.0,890000.0
MITSUBISHI,GTO,II (Z15A),875000.0,925000.0
MITSUBISHI,GTO,II РЕСТАЙЛИНГ (Z15AM),1500000.0,1500000.0
MITSUBISHI,GALANT,IX,317500.0,532250.0
MITSUBISHI,GALANT,IX РЕСТАЙЛИНГ,450000.0,600000.0
MITSUBISHI,GALANT,IX РЕСТАЙЛИНГ 2,590000.0,650000.0
MITSUBISHI,GALANT,V,67500.0,105000.0
MITSUBISHI,GALANT,VI,89750.0,153750.0
MITSUBISHI,GALANT,VII,119250.0,183750.0
MITSUBISHI,GALANT,VIII,140000.0,240000.0
MITSUBISHI,GALANT,VIII РЕСТАЙЛИНГ,190000.0,295000.0
MITSUBISHI,GALANT FORTIS,I,510000.0,647500.0
MITSUBISHI,L200,III,434998.75,567500.0
MITSUBISHI,L200,III РЕСТАЙЛИНГ,672500.0,787500.0
MITSUBISHI,L200,IV,900000.0,1200000.0
MITSUBISHI,L200,IV РЕСТАЙЛИНГ,1468750.0,1707250.0
MITSUBISHI,L200,V,1730725.0,2200000.0
MITSUBISHI,L200,V РЕСТАЙЛИНГ,2790000.0,3400000.0
MITSUBISHI,L300,II,235000.0,335000.0
MITSUBISHI,LANCER,IV,64750.0,95000.0
MITSUBISHI,LANCER,IX,210000.0,295000.0
MITSUBISHI,LANCER,IX РЕСТАЙЛИНГ,300000.0,420000.0
MITSUBISHI,LANCER,V,65000.0,150000.0
MITSUBISHI,LANCER,VI,128750.0,200000.0
MITSUBISHI,LANCER,VII,120000.0,180000.0
MITSUBISHI,LANCER,X,515700.0,710000.0
MITSUBISHI,LANCER,X РЕСТАЙЛИНГ,669000.0,850000.0
MITSUBISHI,LANCER CARGO,CS2V,248750.0,266250.0
MITSUBISHI,LANCER CARGO,Y12,647500.0,702500.0
MITSUBISHI,LANCER CARGO,Y12 РЕСТАЙЛИНГ,864250.0,892750.0
MITSUBISHI,LANCER EVOLUTION,IX,1725000.0,2612500.0
MITSUBISHI,LANCER EVOLUTION,V,1275000.0,1450000.0
MITSUBISHI,LANCER EVOLUTION,VI,3600000.0,8847839.0
MITSUBISHI,LANCER EVOLUTION,VII,1262500.0,1575000.0
MITSUBISHI,LANCER EVOLUTION,VIII,1500000.0,2200000.0
MITSUBISHI,LANCER EVOLUTION,X,2200000.0,3700000.0
MITSUBISHI,LIBERO,I,71250.0,105000.0
MITSUBISHI,LIBERO,I РЕСТАЙЛИНГ,118750.0,181750.0
MITSUBISHI,MINICA,VI,69000.0,69000.0
MITSUBISHI,MINICA,VIII,194425.0,302500.0
MITSUBISHI,MINICAB,VI,487500.0,605000.0
MITSUBISHI,MINICAB,VIII,778750.0,976250.0
MITSUBISHI,MIRAGE,III,105000.0,115000.0
MITSUBISHI,MIRAGE,IV,113750.0,136250.0
MITSUBISHI,MIRAGE,V,130000.0,200000.0
MITSUBISHI,MIRAGE,VI,550000.0,628750.0
MITSUBISHI,MIRAGE,VI РЕСТАЙЛИНГ,700000.0,950000.0
MITSUBISHI,MONTERO,II,300000.0,468119.0
MITSUBISHI,MONTERO,III,670000.0,815000.0
MITSUBISHI,MONTERO SPORT,I,450000.0,650000.0
MITSUBISHI,MONTERO SPORT,III РЕСТАЙЛИНГ,3819000.0,4449000.0
MITSUBISHI,OUTLANDER,I,450000.0,550000.0
MITSUBISHI,OUTLANDER,II,907500.0,1100000.0
MITSUBISHI,OUTLANDER,II РЕСТАЙЛИНГ,1079000.0,1250000.0
MITSUBISHI,OUTLANDER,III,1250000.0,1450000.0
MITSUBISHI,OUTLANDER,III РЕСТАЙЛИНГ,1469000.0,1799000.0
MITSUBISHI,OUTLANDER,III РЕСТАЙЛИНГ 2,1750000.0,1890000.0
MITSUBISHI,OUTLANDER,III РЕСТАЙЛИНГ 3,1979000.0,2350000.0
MITSUBISHI,OUTLANDER,IV,3400000.0,4118000.0
MITSUBISHI,OUTLANDER SPORT,I РЕСТАЙЛИНГ 2,1635000.0,1762500.0
MITSUBISHI,OUTLANDER SPORT,I РЕСТАЙЛИНГ 3,2035000.0,2282500.0
MITSUBISHI,PAJERO,I,250000.0,510000.0
MITSUBISHI,PAJERO,II,300000.0,600000.0
MITSUBISHI,PAJERO,II РЕСТАЙЛИНГ,365000.0,720000.0
MITSUBISHI,PAJERO,III,599000.0,800000.0
MITSUBISHI,PAJERO,III РЕСТАЙЛИНГ,699000.0,870000.0
MITSUBISHI,PAJERO,IV,1290000.0,1499000.0
MITSUBISHI,PAJERO,IV РЕСТАЙЛИНГ 1,1796500.0,2010000.0
MITSUBISHI,PAJERO,IV РЕСТАЙЛИНГ 2,2335000.0,2600000.0
MITSUBISHI,PAJERO MINI,I,206250.0,268750.0
MITSUBISHI,PAJERO MINI,II,330000.0,499000.0
MITSUBISHI,PAJERO SPORT,I,500000.0,780000.0
MITSUBISHI,PAJERO SPORT,I РЕСТАЙЛИНГ,700000.0,950000.0
MITSUBISHI,PAJERO SPORT,II,1250000.0,1500000.0
MITSUBISHI,PAJERO SPORT,II РЕСТАЙЛИНГ,1690000.0,1950000.0
MITSUBISHI,PAJERO SPORT,III,2500000.0,2960000.0
MITSUBISHI,PAJERO SPORT,III РЕСТАЙЛИНГ,3512500.0,4536750.0
MITSUBISHI,RVR,I,160000.0,235000.0
MITSUBISHI,RVR,II,229000.0,337500.0
MITSUBISHI,RVR,III,909500.0,1100000.0
MITSUBISHI,RVR,III РЕСТАЙЛИНГ,1085000.0,1295000.0
MITSUBISHI,RVR,III РЕСТАЙЛИНГ 2,1287500.0,1562500.0
MITSUBISHI,RVR,III РЕСТАЙЛИНГ 3,1850000.0,1850000.0
MITSUBISHI,SAPPORO,II,220000.0,220000.0
MITSUBISHI,SPACE GEAR,I,495000.0,550000.0
MITSUBISHI,SPACE GEAR,I РЕСТАЙЛИНГ,442500.0,637500.0
MITSUBISHI,SPACE RUNNER,I,131000.0,195000.0
MITSUBISHI,SPACE RUNNER,II,210000.0,250000.0
MITSUBISHI,SPACE STAR,I,159166.25,257500.0
MITSUBISHI,SPACE STAR,I РЕСТАЙЛИНГ,200000.0,290000.0
MITSUBISHI,SPACE WAGON,I,111750.0,117250.0
MITSUBISHI,SPACE WAGON,II,110555.5,225000.0
MITSUBISHI,SPACE WAGON,III,350000.0,410000.0
MITSUBISHI,TOPPO,II,212777.5,485000.0
MITSUBISHI,TOPPO,III,330000.0,330000.0
MITSUBISHI,XPANDER,I,2400000.0,2610500.0
MITSUBISHI,EK ACTIVE,I,190000.0,190000.0
MITSUBISHI,EK SPACE,I,780000.0,780000.0
MITSUBISHI,EK SPACE,I РЕСТАЙЛИНГ,777500.0,883750.0
MITSUBISHI,EK SPORT,I РЕСТАЙЛИНГ,375000.0,375000.0
MITSUBISHI,EK WAGON,I,252500.0,349250.0
MITSUBISHI,EK WAGON,II,298750.0,411125.0
MITSUBISHI,EK WAGON,III,502500.0,592500.0
MITSUBISHI,EK WAGON,III РЕСТАЙЛИНГ,660000.0,773750.0
MITSUBISHI,EK WAGON,IV,871250.0,993750.0
NISSAN,200SX,S13,1280000.0,1840000.0
NISSAN,200SX,S14,1875000.0,2825000.0
NISSAN,300ZX,II (Z32),2288000.0,2288000.0
NISSAN,350Z,I,1245000.0,1425000.0
NISSAN,350Z,I РЕСТАЙЛИНГ,1637500.0,2512500.0
NISSAN,AD,I,65000.0,110000.0
NISSAN,AD,I РЕСТАЙЛИНГ,110000.0,205000.0
NISSAN,AD,II,180000.0,239000.0
NISSAN,AD,III,420000.0,600000.0
NISSAN,AD,III РЕСТАЙЛИНГ,822500.0,999250.0
NISSAN,AD,VB11,100000.0,100000.0
NISSAN,ALMERA,I (N15),100000.0,160000.0
NISSAN,ALMERA,II (N16),160000.0,245000.0
NISSAN,ALMERA,II (N16) РЕСТАЙЛИНГ,245000.0,350000.0
NISSAN,ALMERA,III (G15),530000.0,700000.0
NISSAN,ALMERA CLASSIC,I,370000.0,480000.0
NISSAN,ALMERA TINO,I,253750.0,343750.0
NISSAN,ALMERA TINO,I РЕСТАЙЛИНГ,330000.0,330000.0
NISSAN,ALTIMA,II (L30) РЕСТАЙЛИНГ,320000.0,320000.0
NISSAN,ALTIMA,III (L31),275000.0,412000.0
NISSAN,ALTIMA,III (L31) РЕСТАЙЛИНГ,450000.0,450000.0
NISSAN,ALTIMA,IV (L32),740000.0,950000.0
NISSAN,ALTIMA,IV (L32) РЕСТАЙЛИНГ,1000050.0,1000050.0
NISSAN,ALTIMA,V (L33),1045000.0,1045000.0
NISSAN,ALTIMA,V (L33) РЕСТАЙЛИНГ,1341250.0,1650000.0
NISSAN,ALTIMA,VI (L34),1897500.0,2479250.0
NISSAN,ALTIMA,VI (L34) РЕСТАЙЛИНГ,2643000.0,2643000.0
NISSAN,ARIYA,I,5275000.0,6500000.0
NISSAN,ARMADA,I,922500.0,1287500.0
NISSAN,ARMADA,II РЕСТАЙЛИНГ,7550000.0,11000500.0
NISSAN,AVENIR,I (W10),99999.75,152500.0
NISSAN,AVENIR,II (W11),200000.0,380000.0
NISSAN,BLUEBIRD,IX (U12),87500.0,240000.0
NISSAN,BLUEBIRD,VII (U11),140000.0,150000.0
NISSAN,BLUEBIRD,VIII (T12 T72),90000.0,120000.0
NISSAN,BLUEBIRD,X (U13),120000.0,210000.0
NISSAN,BLUEBIRD,XI (U14),140000.0,200000.0
NISSAN,BLUEBIRD SYLPHY,I (G10),270000.0,340000.0
NISSAN,BLUEBIRD SYLPHY,II (G11),449900.0,520000.0
NISSAN,BLUEBIRD SYLPHY,III (B17),1085000.0,1599000.0
NISSAN,CARAVAN,III (E24),317500.0,596250.0
NISSAN,CARAVAN,IV (E25),600000.0,600000.0
NISSAN,CEDRIC,IV (330),1370000.0,1370000.0
NISSAN,CEDRIC,IX (Y33),253750.0,368750.0
NISSAN,CEDRIC,VI (Y30),160000.0,290000.0
NISSAN,CEDRIC,VII (Y31),240750.0,300000.0
NISSAN,CEDRIC,VIII (Y32),190000.0,210000.0
NISSAN,CEDRIC,X (Y34),332500.0,548750.0
NISSAN,CEFIRO,I (A31),573750.0,991250.0
NISSAN,CEFIRO,II (A32),155000.0,250000.0
NISSAN,CEFIRO,III (A33),210000.0,300000.0
NISSAN,CEFIRO,IV (J31),415000.0,447500.0
NISSAN,CIMA,III (Y33),556750.0,574500.0
NISSAN,CIMA,IV (F50),595000.0,615000.0
NISSAN,CLIPPER RIO,I РЕСТАЙЛИНГ,242500.0,347500.0
NISSAN,CUBE,I (Z10),145000.0,226250.0
NISSAN,CUBE,I РЕСТАЙЛИНГ (Z10),155000.0,249000.0
NISSAN,CUBE,II (Z11),339000.0,449900.0
NISSAN,CUBE,III (Z12),700000.0,890000.0
NISSAN,DATSUN,D21,432500.0,675000.0
NISSAN,DATSUN,D22,450000.0,720000.0
NISSAN,DAYZ,I,485000.0,635000.0
NISSAN,DAYZ,I РЕСТАЙЛИНГ,655000.0,790000.0
NISSAN,DAYZ,II,842500.0,975000.0
NISSAN,DAYZ ROOX,I,650000.0,730000.0
